




Analysis Type:	PANTHER Overrepresentation Test (Released 20210224)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4735677 Released 2021-05-01
Analyzed List:	upload_1 (Saccharomyces cerevisiae)
Reference List:	yeast_background.txt (Saccharomyces cerevisiae)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	yeast_background.txt - REFLIST (4652)	upload_1 (3741)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
glucose catabolic process to pyruvate (GO:0061718)	2	2	1.61	+	1.24	4.78E-01
glycine catabolic process (GO:0006546)	4	4	3.22	+	1.24	4.01E-01
glutamine biosynthetic process (GO:0006542)	1	1	.80	+	1.24	5.53E-01
cytoplasmic translational termination (GO:0002184)	2	2	1.61	+	1.24	4.78E-01
cytoplasmic translational elongation (GO:0002182)	2	2	1.61	+	1.24	4.78E-01
positive regulation of purine nucleotide metabolic process (GO:1900544)	1	1	.80	+	1.24	5.53E-01
regulation of purine nucleotide metabolic process (GO:1900542)	4	4	3.22	+	1.24	4.01E-01
purine nucleobase salvage (GO:0043096)	4	4	3.22	+	1.24	4.01E-01
cysteine biosynthetic process from serine (GO:0006535)	2	2	1.61	+	1.24	4.78E-01
aspartate catabolic process (GO:0006533)	1	1	.80	+	1.24	5.53E-01
aspartate biosynthetic process (GO:0006532)	1	1	.80	+	1.24	5.53E-01
amino acid import (GO:0043090)	8	8	6.43	+	1.24	3.17E-01
aspartate metabolic process (GO:0006531)	2	2	1.61	+	1.24	4.78E-01
asparagine catabolic process (GO:0006530)	2	2	1.61	+	1.24	4.78E-01
asparagine biosynthetic process (GO:0006529)	4	4	3.22	+	1.24	4.01E-01
negative regulation of phosphatidylcholine metabolic process (GO:0150174)	2	2	1.61	+	1.24	4.78E-01
asparagine metabolic process (GO:0006528)	7	7	5.63	+	1.24	3.34E-01
alanine catabolic process (GO:0006524)	2	2	1.61	+	1.24	4.78E-01
alanine biosynthetic process (GO:0006523)	1	1	.80	+	1.24	5.53E-01
alanine metabolic process (GO:0006522)	2	2	1.61	+	1.24	4.78E-01
mitochondrial tRNA processing (GO:0090646)	8	8	6.43	+	1.24	3.17E-01
malonyl-CoA biosynthetic process (GO:2001295)	1	1	.80	+	1.24	5.53E-01
malonyl-CoA metabolic process (GO:2001293)	1	1	.80	+	1.24	5.53E-01
GPI anchor release (GO:0006507)	1	1	.80	+	1.24	5.53E-01
positive regulation of apoptotic process (GO:0043065)	2	2	1.61	+	1.24	4.78E-01
meiotic metaphase I plate congression (GO:0043060)	1	1	.80	+	1.24	5.53E-01
positive regulation of leucine biosynthetic process (GO:2001278)	1	1	.80	+	1.24	5.53E-01
DNA clamp unloading (GO:0090618)	1	1	.80	+	1.24	5.53E-01
regulation of leucine biosynthetic process (GO:2001276)	1	1	.80	+	1.24	5.53E-01
dolichyl monophosphate biosynthetic process (GO:0043048)	1	1	.80	+	1.24	5.53E-01
dipeptide transmembrane transport (GO:0035442)	2	2	1.61	+	1.24	4.78E-01
tRNA wobble base cytosine methylation (GO:0002127)	1	1	.80	+	1.24	5.53E-01
pantothenate transmembrane transport (GO:0015887)	1	1	.80	+	1.24	5.53E-01
single-species surface biofilm formation (GO:0090606)	2	2	1.61	+	1.24	4.78E-01
surface biofilm formation (GO:0090604)	2	2	1.61	+	1.24	4.78E-01
folic acid transport (GO:0015884)	1	1	.80	+	1.24	5.53E-01
intronic snoRNA processing (GO:0031070)	8	8	6.43	+	1.24	3.17E-01
biotin transport (GO:0015878)	1	1	.80	+	1.24	5.53E-01
acetyl-CoA transport (GO:0015876)	2	2	1.61	+	1.24	4.78E-01
choline transport (GO:0015871)	1	1	.80	+	1.24	5.53E-01
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S) (GO:0002109)	1	1	.80	+	1.24	5.53E-01
generation of mature 3'-end of 5S rRNA generated by RNA polymerase III (GO:0002107)	1	1	.80	+	1.24	5.53E-01
positive regulation of cellular amine catabolic process (GO:0033243)	1	1	.80	+	1.24	5.53E-01
regulation of cellular amine catabolic process (GO:0033241)	2	2	1.61	+	1.24	4.78E-01
positive regulation of cellular amine metabolic process (GO:0033240)	4	4	3.22	+	1.24	4.01E-01
tRNA wobble cytosine modification (GO:0002101)	1	1	.80	+	1.24	5.53E-01
tRNA wobble adenosine to inosine editing (GO:0002100)	2	2	1.61	+	1.24	4.78E-01
negative regulation of histone methylation (GO:0031061)	1	1	.80	+	1.24	5.53E-01
negative regulation of phosphatidylcholine biosynthetic process (GO:2001246)	2	2	1.61	+	1.24	4.78E-01
pyrimidine nucleoside transport (GO:0015864)	2	2	1.61	+	1.24	4.78E-01
uridine transport (GO:0015862)	1	1	.80	+	1.24	5.53E-01
cytidine transport (GO:0015861)	1	1	.80	+	1.24	5.53E-01
positive regulation of protein sumoylation (GO:0033235)	2	2	1.61	+	1.24	4.78E-01
regulation of protein sumoylation (GO:0033233)	2	2	1.61	+	1.24	4.78E-01
pre-miRNA processing (GO:0031054)	2	2	1.61	+	1.24	4.78E-01
primary miRNA processing (GO:0031053)	2	2	1.61	+	1.24	4.78E-01
dsRNA processing (GO:0031050)	2	2	1.61	+	1.24	4.78E-01
nucleoside transport (GO:0015858)	4	4	3.22	+	1.24	4.01E-01
uracil transport (GO:0015857)	1	1	.80	+	1.24	5.53E-01
negative regulation of apoptotic signaling pathway (GO:2001234)	1	1	.80	+	1.24	5.53E-01
pyrimidine nucleobase transport (GO:0015855)	4	4	3.22	+	1.24	4.01E-01
regulation of apoptotic signaling pathway (GO:2001233)	1	1	.80	+	1.24	5.53E-01
pyrimidine deoxyribonucleoside diphosphate biosynthetic process (GO:0009197)	1	1	.80	+	1.24	5.53E-01
pyrimidine deoxyribonucleoside diphosphate metabolic process (GO:0009196)	1	1	.80	+	1.24	5.53E-01
pyrimidine ribonucleoside diphosphate catabolic process (GO:0009195)	1	1	.80	+	1.24	5.53E-01
pyrimidine ribonucleoside diphosphate biosynthetic process (GO:0009194)	1	1	.80	+	1.24	5.53E-01
gene silencing by RNA (GO:0031047)	4	4	3.22	+	1.24	4.01E-01
pyrimidine ribonucleoside diphosphate metabolic process (GO:0009193)	2	2	1.61	+	1.24	4.78E-01
ribonucleoside diphosphate catabolic process (GO:0009191)	1	1	.80	+	1.24	5.53E-01
cyclic nucleotide biosynthetic process (GO:0009190)	1	1	.80	+	1.24	5.53E-01
regulation of chloride transport (GO:2001225)	1	1	.80	+	1.24	5.53E-01
urea transport (GO:0015840)	2	2	1.61	+	1.24	4.78E-01
regulation of transcription from RNA polymerase II promoter in response to iron ion starvation (GO:0033217)	1	1	.80	+	1.24	5.53E-01
deoxyribonucleoside diphosphate biosynthetic process (GO:0009189)	1	1	.80	+	1.24	5.53E-01
ribonucleoside diphosphate biosynthetic process (GO:0009188)	4	4	3.22	+	1.24	4.01E-01
deoxyribonucleoside diphosphate metabolic process (GO:0009186)	1	1	.80	+	1.24	5.53E-01
amine transport (GO:0015837)	2	2	1.61	+	1.24	4.78E-01
regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway (GO:2001210)	1	1	.80	+	1.24	5.53E-01
cytosol to endoplasmic reticulum transport (GO:0046967)	1	1	.80	+	1.24	5.53E-01
negative regulation of transcription elongation by RNA polymerase I (GO:2001208)	2	2	1.61	+	1.24	4.78E-01
3'-phosphoadenosine 5'-phosphosulfate transport (GO:0046963)	1	1	.80	+	1.24	5.53E-01
proline transport (GO:0015824)	4	4	3.22	+	1.24	4.01E-01
methionine transport (GO:0015821)	2	2	1.61	+	1.24	4.78E-01
cilium organization (GO:0044782)	1	1	.80	+	1.24	5.53E-01
lysine transport (GO:0015819)	2	2	1.61	+	1.24	4.78E-01
histidine transport (GO:0015817)	1	1	.80	+	1.24	5.53E-01
glycine transport (GO:0015816)	2	2	1.61	+	1.24	4.78E-01
tRNA 3'-terminal CCA addition (GO:0001680)	1	1	.80	+	1.24	5.53E-01
L-glutamate transmembrane transport (GO:0015813)	4	4	3.22	+	1.24	4.01E-01
gamma-aminobutyric acid transport (GO:0015812)	2	2	1.61	+	1.24	4.78E-01
L-cystine transport (GO:0015811)	1	1	.80	+	1.24	5.53E-01
aspartate transmembrane transport (GO:0015810)	1	1	.80	+	1.24	5.53E-01
regulation of cohesin unloading (GO:1905343)	2	2	1.61	+	1.24	4.78E-01
meiotic cell cycle phase transition (GO:0044771)	1	1	.80	+	1.24	5.53E-01
deoxyribonucleoside monophosphate catabolic process (GO:0009159)	2	2	1.61	+	1.24	4.78E-01
purine deoxyribonucleotide catabolic process (GO:0009155)	1	1	.80	+	1.24	5.53E-01
purine deoxyribonucleotide metabolic process (GO:0009151)	1	1	.80	+	1.24	5.53E-01
formation of translation initiation ternary complex (GO:0001677)	1	1	.80	+	1.24	5.53E-01
long-chain fatty acid metabolic process (GO:0001676)	8	8	6.43	+	1.24	3.17E-01
S-methylmethionine transport (GO:0015806)	1	1	.80	+	1.24	5.53E-01
positive regulation of cohesin unloading (GO:1905339)	2	2	1.61	+	1.24	4.78E-01
S-adenosyl-L-methionine transport (GO:0015805)	2	2	1.61	+	1.24	4.78E-01
nucleoside monophosphate phosphorylation (GO:0046940)	7	7	5.63	+	1.24	3.34E-01
acidic amino acid transport (GO:0015800)	4	4	3.22	+	1.24	4.01E-01
pyrimidine nucleoside triphosphate catabolic process (GO:0009149)	2	2	1.61	+	1.24	4.78E-01
purine nucleoside triphosphate catabolic process (GO:0009146)	2	2	1.61	+	1.24	4.78E-01
peptidyl-lysine deacetylation (GO:0034983)	1	1	.80	+	1.24	5.53E-01
nucleoside triphosphate catabolic process (GO:0009143)	2	2	1.61	+	1.24	4.78E-01
pyrimidine nucleoside diphosphate catabolic process (GO:0009140)	1	1	.80	+	1.24	5.53E-01
phytochelatin biosynthetic process (GO:0046938)	2	2	1.61	+	1.24	4.78E-01
phytochelatin metabolic process (GO:0046937)	2	2	1.61	+	1.24	4.78E-01
sphingoid long-chain base transport (GO:1905329)	2	2	1.61	+	1.24	4.78E-01
potassium ion export across plasma membrane (GO:0097623)	1	1	.80	+	1.24	5.53E-01
pyrimidine nucleoside diphosphate biosynthetic process (GO:0009139)	2	2	1.61	+	1.24	4.78E-01
nucleoside diphosphate catabolic process (GO:0009134)	2	2	1.61	+	1.24	4.78E-01
histone arginine methylation (GO:0034969)	1	1	.80	+	1.24	5.53E-01
intronic box C/D RNA processing (GO:0034965)	8	8	6.43	+	1.24	3.17E-01
box H/ACA RNA processing (GO:0034964)	2	2	1.61	+	1.24	4.78E-01
nucleoside monophosphate catabolic process (GO:0009125)	2	2	1.61	+	1.24	4.78E-01
peptidyl-tyrosine autophosphorylation (GO:0038083)	1	1	.80	+	1.24	5.53E-01
positive regulation of cohesin loading (GO:1905309)	1	1	.80	+	1.24	5.53E-01
vitamin catabolic process (GO:0009111)	2	2	1.61	+	1.24	4.78E-01
regulation of mitochondrial membrane permeability (GO:0046902)	1	1	.80	+	1.24	5.53E-01
protein localization to actin cytoskeleton (GO:1903119)	2	2	1.61	+	1.24	4.78E-01
positive regulation of establishment or maintenance of cell polarity regulating cell shape (GO:2000771)	1	1	.80	+	1.24	5.53E-01
lipoate biosynthetic process (GO:0009107)	2	2	1.61	+	1.24	4.78E-01
lipoate metabolic process (GO:0009106)	2	2	1.61	+	1.24	4.78E-01
regulation of establishment or maintenance of cell polarity regulating cell shape (GO:2000769)	1	1	.80	+	1.24	5.53E-01
positive regulation of cytoplasmic translation (GO:2000767)	2	2	1.61	+	1.24	4.78E-01
negative regulation of cytoplasmic translation (GO:2000766)	4	4	3.22	+	1.24	4.01E-01
regulation of mitochondrial transcription (GO:1903108)	1	1	.80	+	1.24	5.53E-01
hyperosmotic salinity response (GO:0042538)	2	2	1.61	+	1.24	4.78E-01
negative regulation of peptidyl-lysine acetylation (GO:2000757)	2	2	1.61	+	1.24	4.78E-01
cellular hypotonic response (GO:0071476)	1	1	.80	+	1.24	5.53E-01
cellular hyperosmotic salinity response (GO:0071475)	1	1	.80	+	1.24	5.53E-01
cellular response to desiccation (GO:0071465)	2	2	1.61	+	1.24	4.78E-01
regulation of mRNA export from nucleus in response to heat stress (GO:2000728)	1	1	.80	+	1.24	5.53E-01
cellular response to superoxide (GO:0071451)	7	7	5.63	+	1.24	3.34E-01
cellular response to oxygen radical (GO:0071450)	7	7	5.63	+	1.24	3.34E-01
regulation of protein kinase B signaling (GO:0051896)	1	1	.80	+	1.24	5.53E-01
negative regulation of histone H3-K14 acetylation (GO:0071441)	2	2	1.61	+	1.24	4.78E-01
regulation of histone H3-K14 acetylation (GO:0071440)	2	2	1.61	+	1.24	4.78E-01
mitochondrial ribosome assembly (GO:0061668)	1	1	.80	+	1.24	5.53E-01
N-terminal protein myristoylation (GO:0006499)	1	1	.80	+	1.24	5.53E-01
N-terminal protein lipidation (GO:0006498)	1	1	.80	+	1.24	5.53E-01
regulation of mitochondrial membrane potential (GO:0051881)	1	1	.80	+	1.24	5.53E-01
dolichyl diphosphate biosynthetic process (GO:0006489)	1	1	.80	+	1.24	5.53E-01
C-terminal protein methylation (GO:0006481)	2	2	1.61	+	1.24	4.78E-01
N-terminal protein amino acid methylation (GO:0006480)	2	2	1.61	+	1.24	4.78E-01
malate transmembrane transport (GO:0071423)	1	1	.80	+	1.24	5.53E-01
succinate transmembrane transport (GO:0071422)	2	2	1.61	+	1.24	4.78E-01
positive regulation of protein processing (GO:0010954)	1	1	.80	+	1.24	5.53E-01
response to purine-containing compound (GO:0014074)	1	1	.80	+	1.24	5.53E-01
protein localization to prospore membrane (GO:1902657)	1	1	.80	+	1.24	5.53E-01
RNA interference (GO:0016246)	2	2	1.61	+	1.24	4.78E-01
phosphatidylinositol 3-kinase signaling (GO:0014065)	1	1	.80	+	1.24	5.53E-01
positive regulation of hydrogen sulfide biosynthetic process (GO:1904828)	2	2	1.61	+	1.24	4.78E-01
regulation of hydrogen sulfide biosynthetic process (GO:1904826)	2	2	1.61	+	1.24	4.78E-01
protein localization to microtubule plus-end (GO:1904825)	1	1	.80	+	1.24	5.53E-01
cellular response to oleic acid (GO:0071400)	2	2	1.61	+	1.24	4.78E-01
negative regulation of cellular hyperosmotic salinity response by negative regulation of transcription from RNA polymerase II promoter (GO:1900464)	2	2	1.61	+	1.24	4.78E-01
negative regulation of cellular response to alkaline pH by negative regulation of transcription from RNA polymerase II promoter (GO:1900463)	1	1	.80	+	1.24	5.53E-01
canonical glycolysis (GO:0061621)	2	2	1.61	+	1.24	4.78E-01
glycolytic process through glucose-6-phosphate (GO:0061620)	2	2	1.61	+	1.24	4.78E-01
regulation of translational fidelity (GO:0006450)	31	31	24.93	+	1.24	1.33E-01
tRNA wobble base modification (GO:0002097)	32	32	25.73	+	1.24	1.29E-01
rRNA acetylation involved in maturation of SSU-rRNA (GO:1904812)	1	1	.80	+	1.24	5.53E-01
glycolytic process through fructose-6-phosphate (GO:0061615)	2	2	1.61	+	1.24	4.78E-01
guanosine metabolic process (GO:0008617)	2	2	1.61	+	1.24	4.78E-01
N-terminal protein amino acid propionylation (GO:0061606)	1	1	.80	+	1.24	5.53E-01
peptidyl-lysine modification to peptidyl-hypusine (GO:0008612)	2	2	1.61	+	1.24	4.78E-01
valyl-tRNA aminoacylation (GO:0006438)	1	1	.80	+	1.24	5.53E-01
tyrosyl-tRNA aminoacylation (GO:0006437)	2	2	1.61	+	1.24	4.78E-01
tryptophanyl-tRNA aminoacylation (GO:0006436)	2	2	1.61	+	1.24	4.78E-01
threonyl-tRNA aminoacylation (GO:0006435)	2	2	1.61	+	1.24	4.78E-01
seryl-tRNA aminoacylation (GO:0006434)	2	2	1.61	+	1.24	4.78E-01
prolyl-tRNA aminoacylation (GO:0006433)	2	2	1.61	+	1.24	4.78E-01
methionyl-tRNA aminoacylation (GO:0006431)	2	2	1.61	+	1.24	4.78E-01
lysyl-tRNA aminoacylation (GO:0006430)	2	2	1.61	+	1.24	4.78E-01
positive regulation of glucose metabolic process (GO:0010907)	4	4	3.22	+	1.24	4.01E-01
regulation of membrane permeability (GO:0090559)	1	1	.80	+	1.24	5.53E-01
leucyl-tRNA aminoacylation (GO:0006429)	2	2	1.61	+	1.24	4.78E-01
isoleucyl-tRNA aminoacylation (GO:0006428)	2	2	1.61	+	1.24	4.78E-01
histidyl-tRNA aminoacylation (GO:0006427)	1	1	.80	+	1.24	5.53E-01
glutaminyl-tRNA aminoacylation (GO:0006425)	2	2	1.61	+	1.24	4.78E-01
glutamyl-tRNA aminoacylation (GO:0006424)	2	2	1.61	+	1.24	4.78E-01
cysteinyl-tRNA aminoacylation (GO:0006423)	1	1	.80	+	1.24	5.53E-01
aspartyl-tRNA aminoacylation (GO:0006422)	2	2	1.61	+	1.24	4.78E-01
asparaginyl-tRNA aminoacylation (GO:0006421)	2	2	1.61	+	1.24	4.78E-01
arginyl-tRNA aminoacylation (GO:0006420)	2	2	1.61	+	1.24	4.78E-01
peptidyl-glutamate ADP-deribosylation (GO:0140291)	1	1	.80	+	1.24	5.53E-01
response to carbon starvation (GO:0090549)	1	1	.80	+	1.24	5.53E-01
alanyl-tRNA aminoacylation (GO:0006419)	1	1	.80	+	1.24	5.53E-01
protein localization to microtubule (GO:0035372)	2	2	1.61	+	1.24	4.78E-01
response to hydroperoxide (GO:0033194)	1	1	.80	+	1.24	5.53E-01
L-asparagine metabolic process (GO:0070982)	2	2	1.61	+	1.24	4.78E-01
L-asparagine biosynthetic process (GO:0070981)	2	2	1.61	+	1.24	4.78E-01
positive regulation of lysine biosynthetic process via alpha-aminoadipate and saccharopine (GO:2001196)	1	1	.80	+	1.24	5.53E-01
meiotic telomere clustering (GO:0045141)	2	2	1.61	+	1.24	4.78E-01
regulation of lysine biosynthetic process via alpha-aminoadipate and saccharopine (GO:2001194)	1	1	.80	+	1.24	5.53E-01
repair of kinetochore microtubule attachment defect (GO:0140274)	1	1	.80	+	1.24	5.53E-01
positive regulation of histone ubiquitination (GO:0033184)	2	2	1.61	+	1.24	4.78E-01
regulation of histone ubiquitination (GO:0033182)	7	7	5.63	+	1.24	3.34E-01
protein localization to endoplasmic reticulum exit site (GO:0070973)	4	4	3.22	+	1.24	4.01E-01
NAD transmembrane transport (GO:0035352)	2	2	1.61	+	1.24	4.78E-01
mannitol transport (GO:0015797)	1	1	.80	+	1.24	5.53E-01
sorbitol transport (GO:0015795)	1	1	.80	+	1.24	5.53E-01
glycerol-3-phosphate transmembrane transport (GO:0015794)	2	2	1.61	+	1.24	4.78E-01
positive regulation of glycolytic fermentation to ethanol (GO:2001172)	1	1	.80	+	1.24	5.53E-01
histone H3-K9 demethylation (GO:0033169)	2	2	1.61	+	1.24	4.78E-01
regulation of cellular response to phosphate starvation (GO:0140255)	1	1	.80	+	1.24	5.53E-01
positive regulation of histone H2B ubiquitination (GO:2001168)	1	1	.80	+	1.24	5.53E-01
positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues (GO:2001165)	4	4	3.22	+	1.24	4.01E-01
regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues (GO:2001163)	4	4	3.22	+	1.24	4.01E-01
regulation of histone H3-K79 methylation (GO:2001160)	1	1	.80	+	1.24	5.53E-01
positive regulation of proline catabolic process to glutamate (GO:2001158)	1	1	.80	+	1.24	5.53E-01
regulation of proline catabolic process to glutamate (GO:2001156)	1	1	.80	+	1.24	5.53E-01
regulation of glycolytic fermentation to ethanol (GO:2001154)	1	1	.80	+	1.24	5.53E-01
trehalose transport (GO:0015771)	2	2	1.61	+	1.24	4.78E-01
xylulose biosynthetic process (GO:0005999)	1	1	.80	+	1.24	5.53E-01
xylulose catabolic process (GO:0005998)	1	1	.80	+	1.24	5.53E-01
xylulose metabolic process (GO:0005997)	2	2	1.61	+	1.24	4.78E-01
trehalose biosynthetic process (GO:0005992)	7	7	5.63	+	1.24	3.34E-01
3'-UTR-mediated mRNA stabilization (GO:0070935)	1	1	.80	+	1.24	5.53E-01
histone H3 deacetylation (GO:0070932)	7	7	5.63	+	1.24	3.34E-01
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	1	1	.80	+	1.24	5.53E-01
regulation of peptidyl-serine phosphorylation (GO:0033135)	1	1	.80	+	1.24	5.53E-01
negative regulation of phospholipid transport (GO:2001139)	2	2	1.61	+	1.24	4.78E-01
leucine biosynthetic process (GO:0009098)	7	7	5.63	+	1.24	3.34E-01
L-phenylalanine biosynthetic process (GO:0009094)	4	4	3.22	+	1.24	4.01E-01
cysteine catabolic process (GO:0009093)	1	1	.80	+	1.24	5.53E-01
production of small RNA involved in gene silencing by RNA (GO:0070918)	2	2	1.61	+	1.24	4.78E-01
negative regulation of translational frameshifting (GO:2001125)	1	1	.80	+	1.24	5.53E-01
regulation of translational frameshifting (GO:2001124)	1	1	.80	+	1.24	5.53E-01
succinate transport (GO:0015744)	2	2	1.61	+	1.24	4.78E-01
malate transport (GO:0015743)	1	1	.80	+	1.24	5.53E-01
alpha-ketoglutarate transport (GO:0015742)	1	1	.80	+	1.24	5.53E-01
fumarate transport (GO:0015741)	1	1	.80	+	1.24	5.53E-01
negative regulation of RNA splicing (GO:0033119)	1	1	.80	+	1.24	5.53E-01
lysine biosynthetic process via diaminopimelate (GO:0009089)	2	2	1.61	+	1.24	4.78E-01
lysine biosynthetic process (GO:0009085)	14	14	11.26	+	1.24	2.43E-01
pyruvate family amino acid catabolic process (GO:0009080)	2	2	1.61	+	1.24	4.78E-01
mitochondrial tRNA thio-modification (GO:0070903)	2	2	1.61	+	1.24	4.78E-01
sialic acid transport (GO:0015739)	1	1	.80	+	1.24	5.53E-01
mitochondrial tRNA methylation (GO:0070901)	1	1	.80	+	1.24	5.53E-01
endonucleolytic cleavage involved in tRNA processing (GO:1905267)	1	1	.80	+	1.24	5.53E-01
positive regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination (GO:1905263)	1	1	.80	+	1.24	5.53E-01
regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination (GO:1905261)	1	1	.80	+	1.24	5.53E-01
pyruvate family amino acid biosynthetic process (GO:0009079)	1	1	.80	+	1.24	5.53E-01
pyruvate family amino acid metabolic process (GO:0009078)	2	2	1.61	+	1.24	4.78E-01
oxaloacetate transport (GO:0015729)	2	2	1.61	+	1.24	4.78E-01
lactate transport (GO:0015727)	1	1	.80	+	1.24	5.53E-01
bilirubin transport (GO:0015723)	2	2	1.61	+	1.24	4.78E-01
allantoin transport (GO:0015720)	1	1	.80	+	1.24	5.53E-01
allantoate transport (GO:0015719)	1	1	.80	+	1.24	5.53E-01
phosphoenolpyruvate transport (GO:0015714)	2	2	1.61	+	1.24	4.78E-01
pentose-phosphate shunt, non-oxidative branch (GO:0009052)	4	4	3.22	+	1.24	4.01E-01
microtubule bundle formation (GO:0001578)	2	2	1.61	+	1.24	4.78E-01
thiosulfate transport (GO:0015709)	1	1	.80	+	1.24	5.53E-01
nitrite transport (GO:0015707)	1	1	.80	+	1.24	5.53E-01
nitrate transport (GO:0015706)	1	1	.80	+	1.24	5.53E-01
negative regulation of stress granule assembly (GO:0062030)	1	1	.80	+	1.24	5.53E-01
glycolipid transport (GO:0046836)	1	1	.80	+	1.24	5.53E-01
fatty acid alpha-oxidation (GO:0001561)	2	2	1.61	+	1.24	4.78E-01
positive regulation of RNA import into nucleus (GO:0046830)	1	1	.80	+	1.24	5.53E-01
regulation of stress granule assembly (GO:0062028)	1	1	.80	+	1.24	5.53E-01
regulation of RNA import into nucleus (GO:0046828)	1	1	.80	+	1.24	5.53E-01
positive regulation of protein export from nucleus (GO:0046827)	1	1	.80	+	1.24	5.53E-01
negative regulation of nucleocytoplasmic transport (GO:0046823)	1	1	.80	+	1.24	5.53E-01
